#Wavelength (Angstroms)	fnu ergs/s/cm^2/Hz
#redshifted
8776.5	3.49928778105387e-28
8778	3.49768229086008e-28
8779.5	3.49607508987982e-28
8781	3.49446617762221e-28
8782.5	3.49285555359639e-28
8784	3.49124321731145e-28
8785.5	3.48962916827657e-28
8787	3.48801340600087e-28
8788.5	3.48639592999345e-28
8790	3.48477673976346e-28
8791.5	3.48392240112859e-28
8793	3.48306687049819e-28
8794.5	3.48221014751531e-28
8796	3.48135223182295e-28
8797.5	3.48049312306412e-28
8799	3.47963282088188e-28
8800.5	3.47877132491923e-28
8802	3.47790863481919e-28
8803.5	3.47704475022479e-28
8805	3.47617967077904e-28
8806.5	3.47531339612496e-28
8808	3.47444592590555e-28
8809.5	3.47357725976389e-28
8811	3.47270739734296e-28
8812.5	3.47183633828579e-28
8814	3.47096408223539e-28
8815.5	3.4700906288348e-28
8817	3.46921597772703e-28
8818.5	3.46834012855508e-28
8820	3.46746308096201e-28
8821.5	3.46658483459082e-28
8823	3.46570538908455e-28
8824.5	3.46482474408619e-28
8826	3.46394289923879e-28
8827.5	3.46305985418532e-28
8829	3.46217560856887e-28
8830.5	3.46129016203243e-28
8832	3.46040351421902e-28
8833.5	3.45951566477166e-28
8835	3.45862661333337e-28
8836.5	3.45773635954718e-28
8838	3.45684490305607e-28
8839.5	3.45595224350312e-28
8841	3.45505838053133e-28
8842.5	3.45416331378372e-28
8844	3.4532670429033e-28
8845.5	3.45236956753311e-28
8847	3.45147088731615e-28
8848.5	3.45057100189543e-28
8850	3.44966991091401e-28
8851.5	3.45062719104451e-28
8853	3.45158452552369e-28
8854.5	3.45254191431494e-28
8856	3.45349935738177e-28
8857.5	3.45445685468758e-28
8859	3.45541440619578e-28
8860.5	3.45637201186987e-28
8862	3.45732967167325e-28
8863.5	3.45828738556933e-28
8865	3.4592451535216e-28
8866.5	3.46020297549348e-28
8868	3.46116085144837e-28
8869.5	3.46211878134977e-28
8871	3.46307676516108e-28
8872.5	3.46403480284575e-28
8874	3.46499289436717e-28
8875.5	3.46595103968885e-28
8877	3.46690923877419e-28
8878.5	3.4678674915866e-28
8880	3.46882579808958e-28
8881.5	3.46978415824653e-28
8883	3.47074257202086e-28
8884.5	3.47170103937607e-28
8886	3.47265956027556e-28
8887.5	3.47361813468275e-28
8889	3.47457676256112e-28
8890.5	3.47553544387408e-28
8892	3.47649417858505e-28
8893.5	3.47745296665752e-28
8895	3.47841180805489e-28
8896.5	3.47937070274057e-28
8898	3.48032965067807e-28
8899.5	3.48128865183078e-28
8901	3.48224770616212e-28
8902.5	3.48320681363557e-28
8904	3.48416597421455e-28
8905.5	3.4851251878625e-28
8907	3.48608445454282e-28
8908.5	3.487043774219e-28
8910	3.48800314685446e-28
8911.5	3.48805860898456e-28
8913	3.48811351532248e-28
8914.5	3.48816786567799e-28
8916	3.48822165986084e-28
8917.5	3.48827489768081e-28
8919	3.48832757894763e-28
8920.5	3.48837970347113e-28
8922	3.48843127106106e-28
8923.5	3.48848228152717e-28
8925	3.48853273467925e-28
8926.5	3.48858263032706e-28
8928	3.48863196828034e-28
8929.5	3.48868074834891e-28
8931	3.48872897034252e-28
8932.5	3.48877663407094e-28
8934	3.48882373934393e-28
8935.5	3.48887028597123e-28
8937	3.48891627376268e-28
8938.5	3.48896170252801e-28
8940	3.48900657207699e-28
8941.5	3.4890508822194e-28
8943	3.48909463276496e-28
8944.5	3.48913782352351e-28
8946	3.48918045430479e-28
8947.5	3.48922252491857e-28
8949	3.48926403517461e-28
8950.5	3.48930498488266e-28
8952	3.48934537385254e-28
8953.5	3.48938520189399e-28
8955	3.48942446881678e-28
8956.5	3.48946317443069e-28
8958	3.48950131854548e-28
8959.5	3.48953890097089e-28
8961	3.48957592151675e-28
8962.5	3.48961237999279e-28
8964	3.48964827620879e-28
8965.5	3.48968360997452e-28
8967	3.48971838109971e-28
8968.5	3.4897525893942e-28
8970	3.48978623466771e-28
8971.5	3.49024608816381e-28
8973	3.49070566370048e-28
8974.5	3.49116496115902e-28
8976	3.49162398042083e-28
8977.5	3.49208272136721e-28
8979	3.49254118387953e-28
8980.5	3.49299936783918e-28
8982	3.49345727312745e-28
8983.5	3.49391489962574e-28
8985	3.49437224721536e-28
8986.5	3.49482931577767e-28
8988	3.49528610519406e-28
8989.5	3.49574261534581e-28
8991	3.49619884611435e-28
8992.5	3.49665479738095e-28
8994	3.497110469027e-28
8995.5	3.49756586093388e-28
8997	3.49802097298289e-28
8998.5	3.49847580505542e-28
9000	3.49893035703277e-28
9001.5	3.49938462879635e-28
9003	3.49983862022746e-28
9004.5	3.50029233120747e-28
9006	3.50074576161775e-28
9007.5	3.50119891133961e-28
9009	3.50165178025445e-28
9010.5	3.50210436824356e-28
9012	3.50255667518833e-28
9013.5	3.50300870097013e-28
9015	3.50346044547025e-28
9016.5	3.50391190857011e-28
9018	3.50436309015099e-28
9019.5	3.50481399009427e-28
9021	3.50526460828134e-28
9022.5	3.50571494459348e-28
9024	3.50616499891211e-28
9025.5	3.50661477111851e-28
9027	3.50706426109407e-28
9028.5	3.50751346872017e-28
9030	3.50796239387809e-28
9031.5	3.50818700825015e-28
9033	3.50841119107315e-28
9034.5	3.50863494219139e-28
9036	3.50885826144919e-28
9037.5	3.50908114869075e-28
9039	3.50930360376039e-28
9040.5	3.50952562650235e-28
9042	3.50974721676091e-28
9043.5	3.50996837438038e-28
9045	3.51018909920498e-28
9046.5	3.51040939107903e-28
9048	3.51062924984674e-28
9049.5	3.51084867535246e-28
9051	3.51106766744038e-28
9052.5	3.51128622595482e-28
9054	3.51150435074007e-28
9055.5	3.51172204164036e-28
9057	3.5119392985e-28
9058.5	3.51215612116322e-28
9060	3.51237250947431e-28
9061.5	3.51258846327757e-28
9063	3.51280398241723e-28
9064.5	3.51301906673761e-28
9066	3.51323371608292e-28
9067.5	3.51344793029747e-28
9069	3.51366170922555e-28
9070.5	3.51387505271139e-28
9072	3.51408796059931e-28
9073.5	3.51430043273353e-28
9075	3.51451246895834e-28
9076.5	3.51472406911805e-28
9078	3.51493523305688e-28
9079.5	3.51514596061914e-28
9081	3.51535625164907e-28
9082.5	3.51556610599095e-28
9084	3.5157755234891e-28
9085.5	3.51598450398772e-28
9087	3.51619304733114e-28
9088.5	3.51640115336358e-28
9090	3.51660882192937e-28
9091.5	3.51672713877755e-28
9093	3.5168449591633e-28
9094.5	3.51696228291633e-28
9096	3.5170791098664e-28
9097.5	3.51719543984325e-28
9099	3.51731127267661e-28
9100.5	3.51742660819628e-28
9102	3.51754144623199e-28
9103.5	3.51765578661348e-28
9105	3.51776962917051e-28
9106.5	3.5178829737328e-28
9108	3.51799582013015e-28
9109.5	3.51810816819228e-28
9111	3.51822001774895e-28
9112.5	3.51833136862991e-28
9114	3.5184422206649e-28
9115.5	3.51855257368365e-28
9117	3.51866242751596e-28
9118.5	3.51877178199156e-28
9120	3.5188806369402e-28
9121.5	3.51898899219162e-28
9123	3.51909684757555e-28
9124.5	3.51920420292179e-28
9126	3.51931105806007e-28
9127.5	3.51941741282013e-28
9129	3.51952326703173e-28
9130.5	3.51962862052462e-28
9132	3.51973347312851e-28
9133.5	3.51983782467322e-28
9135	3.51994167498846e-28
9136.5	3.52004502390399e-28
9138	3.52014787124956e-28
9139.5	3.52025021685488e-28
9141	3.52035206054977e-28
9142.5	3.52045340216395e-28
9144	3.52055424152716e-28
9145.5	3.52065457846916e-28
9147	3.52075441281966e-28
9148.5	3.52085374440849e-28
9150	3.52095257306534e-28
9151.5	3.52123938804885e-28
9153	3.52152582334939e-28
9154.5	3.52181187882709e-28
9156	3.52209755434209e-28
9157.5	3.52238284975453e-28
9159	3.52266776492452e-28
9160.5	3.52295229971222e-28
9162	3.52323645397774e-28
9163.5	3.52352022758123e-28
9165	3.52380362038282e-28
9166.5	3.52408663224264e-28
9168	3.52436926302083e-28
9169.5	3.52465151257751e-28
9171	3.52493338077283e-28
9172.5	3.52521486746691e-28
9174	3.52549597251989e-28
9175.5	3.5257766957919e-28
9177	3.52605703714308e-28
9178.5	3.52633699643356e-28
9180	3.52661657352344e-28
9181.5	3.52689576827291e-28
9183	3.52717458054209e-28
9184.5	3.5274530101911e-28
9186	3.52773105708007e-28
9187.5	3.52800872106914e-28
9189	3.52828600201845e-28
9190.5	3.52856289978812e-28
9192	3.52883941423829e-28
9193.5	3.5291155452291e-28
9195	3.52939129262067e-28
9196.5	3.52966665627314e-28
9198	3.52994163604665e-28
9199.5	3.53021623180132e-28
9201	3.53049044339729e-28
9202.5	3.5307642706947e-28
9204	3.53103771355367e-28
9205.5	3.53131077183435e-28
9207	3.53158344539686e-28
9208.5	3.53185573410133e-28
9210	3.53212763780791e-28
9211.5	3.53231241108224e-28
9213	3.53249674257194e-28
9214.5	3.53268063212336e-28
9216	3.53286407958282e-28
9217.5	3.53304708479665e-28
9219	3.53322964761121e-28
9220.5	3.53341176787279e-28
9222	3.53359344542773e-28
9223.5	3.53377468012238e-28
9225	3.53395547180306e-28
9226.5	3.53413582031611e-28
9228	3.53431572550786e-28
9229.5	3.53449518722464e-28
9231	3.5346742053128e-28
9232.5	3.53485277961864e-28
9234	3.5350309099885e-28
9235.5	3.53520859626872e-28
9237	3.53538583830564e-28
9238.5	3.53556263594558e-28
9240	3.53573898903487e-28
9241.5	3.53591489741988e-28
9243	3.53609036094688e-28
9244.5	3.53626537946224e-28
9246	3.53643995281227e-28
9247.5	3.53661408084333e-28
9249	3.53678776340173e-28
9250.5	3.53696100033382e-28
9252	3.53713379148592e-28
9253.5	3.53730613670439e-28
9255	3.53747803583551e-28
9256.5	3.53764948872564e-28
9258	3.53782049522111e-28
9259.5	3.53799105516826e-28
9261	3.53816116841341e-28
9262.5	3.5383308348029e-28
9264	3.53850005418306e-28
9265.5	3.53866882640025e-28
9267	3.53883715130075e-28
9268.5	3.53900502873091e-28
9270	3.53917245853708e-28
9271.5	3.5393125522079e-28
9273	3.53945218054533e-28
9274.5	3.53959134339148e-28
9276	3.53973004058847e-28
9277.5	3.53986827197837e-28
9279	3.54000603740331e-28
9280.5	3.5401433367054e-28
9282	3.54028016972675e-28
9283.5	3.54041653630946e-28
9285	3.54055243629566e-28
9286.5	3.54068786952748e-28
9288	3.54082283584696e-28
9289.5	3.54095733509625e-28
9291	3.54109136711745e-28
9292.5	3.54122493175268e-28
9294	3.54135802884405e-28
9295.5	3.54149065823366e-28
9297	3.54162281976365e-28
9298.5	3.54175451327607e-28
9300	3.54188573861307e-28
9301.5	3.54201649561675e-28
9303	3.54214678412922e-28
9304.5	3.54227660399259e-28
9306	3.542405955049e-28
9307.5	3.54253483714051e-28
9309	3.54266325010923e-28
9310.5	3.5427911937973e-28
9312	3.54291866804682e-28
9313.5	3.54304567269989e-28
9315	3.54317220759863e-28
9316.5	3.54329827258517e-28
9318	3.54342386750157e-28
9319.5	3.54354899218996e-28
9321	3.54367364649245e-28
9322.5	3.54379783025116e-28
9324	3.54392154330819e-28
9325.5	3.54404478550566e-28
9327	3.54416755668569e-28
9328.5	3.54428985669034e-28
9330	3.54441168536176e-28
9331.5	3.54371458898021e-28
9333	3.54301649465522e-28
9334.5	3.54231740210208e-28
9336	3.54161731103597e-28
9337.5	3.54091622117208e-28
9339	3.5402141322257e-28
9340.5	3.53951104391201e-28
9342	3.5388069559462e-28
9343.5	3.53810186804356e-28
9345	3.53739577991927e-28
9346.5	3.53668869128852e-28
9348	3.5359806018666e-28
9349.5	3.5352715113687e-28
9351	3.53456141950999e-28
9352.5	3.53385032600578e-28
9354	3.53313823057123e-28
9355.5	3.53242513292155e-28
9357	3.53171103277202e-28
9358.5	3.53099592983782e-28
9360	3.53027982383414e-28
9361.5	3.52956271447627e-28
9363	3.5288446014794e-28
9364.5	3.52812548455871e-28
9366	3.52740536342949e-28
9367.5	3.52668423780692e-28
9369	3.5259621074062e-28
9370.5	3.5252389719426e-28
9372	3.52451483113132e-28
9373.5	3.52378968468754e-28
9375	3.52306353232655e-28
9376.5	3.52233637376351e-28
9378	3.52160820871369e-28
9379.5	3.52087903689229e-28
9381	3.52014885801453e-28
9382.5	3.51941767179559e-28
9384	3.51868547795076e-28
9385.5	3.51795227619519e-28
9387	3.51721806624418e-28
9388.5	3.5164828478129e-28
9390	3.51574662061657e-28
9391.5	3.51627443582223e-28
9393	3.51680204996833e-28
9394.5	3.51732946296367e-28
9396	3.51785667471716e-28
9397.5	3.51838368513759e-28
9399	3.51891049413387e-28
9400.5	3.51943710161479e-28
9402	3.51996350748925e-28
9403.5	3.52048971166605e-28
9405	3.52101571405411e-28
9406.5	3.52154151456222e-28
9408	3.52206711309923e-28
9409.5	3.52259250957403e-28
9411	3.52311770389543e-28
9412.5	3.52364269597231e-28
9414	3.52416748571349e-28
9415.5	3.52469207302786e-28
9417	3.52521645782422e-28
9418.5	3.52574064001148e-28
9420	3.52626461949842e-28
9421.5	3.52678839619396e-28
9423	3.52731197000688e-28
9424.5	3.5278353408461e-28
9426	3.52835850862044e-28
9427.5	3.52888147323871e-28
9429	3.52940423460983e-28
9430.5	3.52992679264258e-28
9432	3.53044914724587e-28
9433.5	3.53097129832851e-28
9435	3.53149324579938e-28
9436.5	3.53201498956729e-28
9438	3.53253652954115e-28
9439.5	3.53305786562974e-28
9441	3.53357899774197e-28
9442.5	3.53409992578667e-28
9444	3.53462064967265e-28
9445.5	3.53514116930883e-28
9447	3.53566148460398e-28
9448.5	3.53618159546704e-28
9450	3.53670150180677e-28
9451.5	3.53667393883066e-28
9453	3.53664582370688e-28
9454.5	3.53661715626159e-28
9456	3.53658793632095e-28
9457.5	3.53655816371106e-28
9459	3.53652783825809e-28
9460.5	3.53649695978818e-28
9462	3.53646552812748e-28
9463.5	3.53643354310213e-28
9465	3.53640100453829e-28
9466.5	3.53636791226209e-28
9468	3.53633426609968e-28
9469.5	3.5363000658772e-28
9471	3.53626531142081e-28
9472.5	3.53623000255664e-28
9474	3.53619413911085e-28
9475.5	3.53615772090957e-28
9477	3.53612074777895e-28
9478.5	3.53608321954514e-28
9480	3.53604513603428e-28
9481.5	3.53600649707251e-28
9483	3.53596730248599e-28
9484.5	3.53592755210089e-28
9486	3.53588724574329e-28
9487.5	3.53584638323937e-28
9489	3.53580496441527e-28
9490.5	3.53576298909714e-28
9492	3.53572045711113e-28
9493.5	3.53567736828337e-28
9495	3.53563372244002e-28
9496.5	3.53558951940722e-28
9498	3.53554475901111e-28
9499.5	3.53549944107784e-28
9501	3.53545356543356e-28
9502.5	3.53540713190441e-28
9504	3.53536014031653e-28
9505.5	3.53531259049608e-28
9507	3.53526448226919e-28
9508.5	3.53521581546201e-28
9510	3.53516658990069e-28
9511.5	3.53273007466483e-28
9513	3.53029149462204e-28
9514.5	3.52785084924232e-28
9516	3.52540813799567e-28
9517.5	3.52296336035208e-28
9519	3.52051651578156e-28
9520.5	3.51806760375406e-28
9522	3.51561662373958e-28
9523.5	3.51316357520812e-28
9525	3.51070845762968e-28
9526.5	3.50825127047426e-28
9528	3.5057920132118e-28
9529.5	3.50333068531232e-28
9531	3.50086728624581e-28
9532.5	3.49840181548225e-28
9534	3.49593427249168e-28
9535.5	3.49346465674402e-28
9537	3.49099296770929e-28
9538.5	3.48851920485747e-28
9540	3.48604336765857e-28
9541.5	3.48356545558257e-28
9543	3.48108546809949e-28
9544.5	3.47860340467925e-28
9546	3.47611926479189e-28
9547.5	3.47363304790739e-28
9549	3.47114475349574e-28
9550.5	3.46865438102696e-28
9552	3.46616192997099e-28
9553.5	3.46366739979783e-28
9555	3.46117078997748e-28
9556.5	3.45867209997994e-28
9558	3.45617132927522e-28
9559.5	3.45366847733325e-28
9561	3.45116354362405e-28
9562.5	3.44865652761761e-28
9564	3.44614742878393e-28
9565.5	3.44363624659301e-28
9567	3.4411229805148e-28
9568.5	3.43860763001932e-28
9570	3.43609019457654e-28
9571.5	3.43784958952028e-28
9573	3.43960958095237e-28
9574.5	3.44137016897327e-28
9576	3.44313135368354e-28
9577.5	3.4448931351837e-28
9579	3.44665551357429e-28
9580.5	3.44841848895579e-28
9582	3.45018206142875e-28
9583.5	3.45194623109368e-28
9585	3.45371099805115e-28
9586.5	3.45547636240161e-28
9588	3.45724232424562e-28
9589.5	3.4590088836837e-28
9591	3.46077604081639e-28
9592.5	3.46254379574418e-28
9594	3.4643121485676e-28
9595.5	3.46608109938718e-28
9597	3.46785064830347e-28
9598.5	3.46962079541694e-28
9600	3.47139154082814e-28
9601.5	3.47316288463759e-28
9603	3.47493482694581e-28
9604.5	3.47670736785336e-28
9606	3.47848050746069e-28
9607.5	3.48025424586837e-28
9609	3.48202858317691e-28
9610.5	3.48380351948687e-28
9612	3.48557905489871e-28
9613.5	3.48735518951298e-28
9615	3.4891319234302e-28
9616.5	3.49090925675093e-28
9618	3.49268718957564e-28
9619.5	3.49446572200486e-28
9621	3.49624485413913e-28
9622.5	3.498024586079e-28
9624	3.49980491792493e-28
9625.5	3.50158584977747e-28
9627	3.50336738173715e-28
9628.5	3.50514951390452e-28
9630	3.50693224638004e-28
9631.5	3.50507217962821e-28
9633	3.5032104435315e-28
9634.5	3.50134703766016e-28
9636	3.49948196158453e-28
9637.5	3.49761521487495e-28
9639	3.49574679710166e-28
9640.5	3.493876707835e-28
9642	3.4920049466453e-28
9643.5	3.49013151310281e-28
9645	3.48825640677788e-28
9646.5	3.48637962724083e-28
9648	3.48450117406191e-28
9649.5	3.48262104681146e-28
9651	3.48073924505982e-28
9652.5	3.47885576837723e-28
9654	3.47697061633406e-28
9655.5	3.47508378850055e-28
9657	3.47319528444705e-28
9658.5	3.47130510374389e-28
9660	3.46941324596132e-28
9661.5	3.46751971066967e-28
9663	3.46562449743928e-28
9664.5	3.4637276058404e-28
9666	3.46182903544339e-28
9667.5	3.4599287858185e-28
9669	3.45802685653608e-28
9670.5	3.45612324716644e-28
9672	3.45421795727985e-28
9673.5	3.45231098644663e-28
9675	3.45040233423713e-28
9676.5	3.44849200022159e-28
9678	3.44657998397035e-28
9679.5	3.44466628505375e-28
9681	3.44275090304203e-28
9682.5	3.44083383750552e-28
9684	3.43891508801457e-28
9685.5	3.43699465413943e-28
9687	3.43507253545045e-28
9688.5	3.43314873151789e-28
9690	3.43122324191208e-28
9691.5	3.43396097764122e-28
9693	3.43669991510418e-28
9694.5	3.43944005454183e-28
9696	3.4421813961949e-28
9697.5	3.44492394030422e-28
9699	3.44766768711064e-28
9700.5	3.45041263685489e-28
9702	3.45315878977783e-28
9703.5	3.4559061461202e-28
9705	3.45865470612283e-28
9706.5	3.46140447002656e-28
9708	3.46415543807212e-28
9709.5	3.46690761050038e-28
9711	3.46966098755208e-28
9712.5	3.47241556946808e-28
9714	3.47517135648911e-28
9715.5	3.47792834885602e-28
9717	3.48068654680964e-28
9718.5	3.4834459505907e-28
9720	3.48620656044006e-28
9721.5	3.48896837659847e-28
9723	3.49173139930679e-28
9724.5	3.49449562880575e-28
9726	3.4972610653362e-28
9727.5	3.50002770913896e-28
9729	3.50279556045477e-28
9730.5	3.5055646195245e-28
9732	3.50833488658888e-28
9733.5	3.51110636188875e-28
9735	3.51387904566494e-28
9736.5	3.51665293815818e-28
9738	3.51942803960935e-28
9739.5	3.52220435025918e-28
9741	3.52498187034849e-28
9742.5	3.52776060011814e-28
9744	3.53054053980885e-28
9745.5	3.53332168966148e-28
9747	3.53610404991679e-28
9748.5	3.53888762081562e-28
9750	3.54167240259872e-28
9751.5	3.54313875401017e-28
9753	3.54460550476291e-28
9754.5	3.54607265491044e-28
9756	3.54754020450614e-28
9757.5	3.5490081536035e-28
9759	3.55047650225597e-28
9760.5	3.55194525051704e-28
9762	3.5534143984401e-28
9763.5	3.55488394607863e-28
9765	3.55635389348609e-28
9766.5	3.55782424071597e-28
9768	3.55929498782165e-28
9769.5	3.56076613485662e-28
9771	3.56223768187434e-28
9772.5	3.5637096289283e-28
9774	3.56518197607187e-28
9775.5	3.56665472335855e-28
9777	3.5681278708418e-28
9778.5	3.56960141857509e-28
9780	3.57107536661182e-28
9781.5	3.57254971500548e-28
9783	3.57402446380951e-28
9784.5	3.57549961307741e-28
9786	3.57697516286257e-28
9787.5	3.57845111321847e-28
9789	3.57992746419856e-28
9790.5	3.58140421585631e-28
9792	3.58288136824519e-28
9793.5	3.58435892141859e-28
9795	3.58583687543001e-28
9796.5	3.58731523033289e-28
9798	3.58879398618073e-28
9799.5	3.59027314302691e-28
9801	3.59175270092492e-28
9802.5	3.59323265992821e-28
9804	3.59471302009028e-28
9805.5	3.5961937814645e-28
9807	3.59767494410437e-28
9808.5	3.59915650806333e-28
9810	3.60063847339488e-28
9811.5	3.60051243540745e-28
9813	3.6003858152409e-28
9814.5	3.60025861272313e-28
9816	3.60013082768204e-28
9817.5	3.60000245994551e-28
9819	3.59987350934148e-28
9820.5	3.59974397569779e-28
9822	3.59961385884235e-28
9823.5	3.59948315860307e-28
9825	3.59935187480784e-28
9826.5	3.59922000728456e-28
9828	3.59908755586115e-28
9829.5	3.59895452036545e-28
9831	3.59882090062539e-28
9832.5	3.59868669646886e-28
9834	3.59855190772376e-28
9835.5	3.59841653421798e-28
9837	3.59828057577945e-28
9838.5	3.59814403223601e-28
9840	3.59800690341558e-28
9841.5	3.59786918914606e-28
9843	3.59773088925535e-28
9844.5	3.59759200357133e-28
9846	3.59745253192195e-28
9847.5	3.59731247413503e-28
9849	3.59717183003849e-28
9850.5	3.59703059946025e-28
9852	3.59688878222818e-28
9853.5	3.59674637817019e-28
9855	3.59660338711421e-28
9856.5	3.59645980888807e-28
9858	3.59631564331969e-28
9859.5	3.59617089023698e-28
9861	3.59602554946782e-28
9862.5	3.59587962084012e-28
9864	3.5957331041818e-28
9865.5	3.5955859993207e-28
9867	3.59543830608474e-28
9868.5	3.59529002430181e-28
9870	3.59514115379983e-28
9871.5	3.59521621369509e-28
9873	3.59529082100259e-28
9874.5	3.59536497558134e-28
9876	3.59543867729034e-28
9877.5	3.59551192598862e-28
9879	3.59558472153511e-28
9880.5	3.59565706378886e-28
9882	3.59572895260885e-28
9883.5	3.59580038785409e-28
9885	3.59587136938358e-28
9886.5	3.59594189705632e-28
9888	3.59601197073131e-28
9889.5	3.59608159026755e-28
9891	3.59615075552405e-28
9892.5	3.59621946635979e-28
9894	3.59628772263379e-28
9895.5	3.59635552420504e-28
9897	3.59642287093255e-28
9898.5	3.59648976267534e-28
9900	3.59655619929236e-28
9901.5	3.59662218064263e-28
9903	3.59668770658515e-28
9904.5	3.59675277697893e-28
9906	3.59681739168297e-28
9907.5	3.59688155055627e-28
9909	3.59694525345782e-28
9910.5	3.59700850024663e-28
9912	3.5970712907817e-28
9913.5	3.59713362492203e-28
9915	3.59719550252662e-28
9916.5	3.59725692345446e-28
9918	3.59731788756457e-28
9919.5	3.59737839471597e-28
9921	3.5974384447676e-28
9922.5	3.5974980375785e-28
9924	3.59755717300765e-28
9925.5	3.59761585091407e-28
9927	3.59767407115675e-28
9928.5	3.59773183359469e-28
9930	3.5977891380869e-28
9931.5	3.5974125408954e-28
9933	3.59703522359653e-28
9934.5	3.59665718598989e-28
9936	3.5962784278752e-28
9937.5	3.59589894905212e-28
9939	3.59551874932037e-28
9940.5	3.59513782847956e-28
9942	3.59475618632939e-28
9943.5	3.59437382266955e-28
9945	3.59399073729973e-28
9946.5	3.59360693001955e-28
9948	3.59322240062873e-28
9949.5	3.59283714892696e-28
9951	3.59245117471385e-28
9952.5	3.59206447778912e-28
9954	3.59167705795244e-28
9955.5	3.59128891500352e-28
9957	3.59090004874197e-28
9958.5	3.59051045896749e-28
9960	3.59012014547977e-28
9961.5	3.58972910807851e-28
9963	3.58933734656333e-28
9964.5	3.58894486073392e-28
9966	3.58855165039e-28
9967.5	3.58815771533118e-28
9969	3.58776305535716e-28
9970.5	3.58736767026763e-28
9972	3.58697155986229e-28
9973.5	3.58657472394075e-28
9975	3.58617716230272e-28
9976.5	3.58577887474788e-28
9978	3.58537986107592e-28
9979.5	3.58498012108648e-28
9981	3.58457965457924e-28
9982.5	3.58417846135392e-28
9984	3.58377654121014e-28
9985.5	3.58337389394759e-28
9987	3.58297051936596e-28
9988.5	3.58256641726495e-28
9990	3.58216158744417e-28
9991.5	3.58145442578061e-28
9993	3.58074635486676e-28
9994.5	3.58003737446152e-28
9996	3.57932748432378e-28
9997.5	3.57861668421243e-28
9999	3.57790497388636e-28
10000.5	3.57719235310446e-28
10002	3.57647882162561e-28
10003.5	3.57576437920871e-28
10005	3.57504902561265e-28
10006.5	3.57433276059632e-28
10008	3.5736155839186e-28
10009.5	3.57289749533839e-28
10011	3.57217849461458e-28
10012.5	3.57145858150605e-28
10014	3.5707377557717e-28
10015.5	3.57001601717039e-28
10017	3.56929336546106e-28
10018.5	3.56856980040257e-28
10020	3.56784532175383e-28
10021.5	3.5671199292737e-28
10023	3.5663936227211e-28
10024.5	3.5656664018549e-28
10026	3.56493826643399e-28
10027.5	3.56420921621726e-28
10029	3.56347925096362e-28
10030.5	3.56274837043193e-28
10032	3.5620165743811e-28
10033.5	3.56128386257001e-28
10035	3.56055023475756e-28
10036.5	3.55981569070263e-28
10038	3.55908023016411e-28
10039.5	3.55834385290089e-28
10041	3.55760655867187e-28
10042.5	3.55686834723593e-28
10044	3.55612921835196e-28
10045.5	3.55538917177885e-28
10047	3.5546482072755e-28
10048.5	3.55390632460078e-28
10050	3.5531635235136e-28
10051.5	3.55122968730561e-28
10053	3.54929422173866e-28
10054.5	3.54735712641265e-28
10056	3.54541840092738e-28
10057.5	3.54347804488275e-28
10059	3.54153605787862e-28
10060.5	3.53959243951487e-28
10062	3.53764718939139e-28
10063.5	3.53570030710797e-28
10065	3.53375179226453e-28
10066.5	3.53180164446093e-28
10068	3.52984986329706e-28
10069.5	3.52789644837273e-28
10071	3.52594139928783e-28
10072.5	3.52398471564224e-28
10074	3.52202639703581e-28
10075.5	3.52006644306845e-28
10077	3.51810485333996e-28
10078.5	3.51614162745023e-28
10080	3.51417676499914e-28
10081.5	3.51221026558658e-28
10083	3.51024212881235e-28
10084.5	3.50827235427635e-28
10086	3.50630094157845e-28
10087.5	3.50432789031855e-28
10089	3.50235320009645e-28
10090.5	3.50037687051204e-28
10092	3.49839890116519e-28
10093.5	3.49641929165577e-28
10095	3.49443804158368e-28
10096.5	3.49245515054872e-28
10098	3.49047061815079e-28
10099.5	3.48848444398975e-28
10101	3.4864966276655e-28
10102.5	3.48450716877785e-28
10104	3.48251606692669e-28
10105.5	3.48052332171189e-28
10107	3.47852893273331e-28
10108.5	3.47653289959086e-28
10110	3.47453522188433e-28
10111.5	3.47532528829725e-28
10113	3.47611536464689e-28
10114.5	3.47690545090134e-28
10116	3.4776955470288e-28
10117.5	3.4784856529975e-28
10119	3.47927576877554e-28
10120.5	3.48006589433112e-28
10122	3.48085602963246e-28
10123.5	3.48164617464766e-28
10125	3.48243632934492e-28
10126.5	3.48322649369247e-28
10128	3.4840166676584e-28
10129.5	3.48480685121093e-28
10131	3.48559704431826e-28
10132.5	3.4863872469485e-28
10134	3.48717745906985e-28
10135.5	3.48796768065054e-28
10137	3.48875791165865e-28
10138.5	3.48954815206241e-28
10140	3.49033840183002e-28
10141.5	3.49112866092959e-28
10143	3.49191892932932e-28
10144.5	3.49270920699743e-28
10146	3.49349949390202e-28
10147.5	3.4942897900113e-28
10149	3.49508009529348e-28
10150.5	3.49587040971667e-28
10152	3.4966607332491e-28
10153.5	3.49745106585889e-28
10155	3.49824140751424e-28
10156.5	3.49903175818336e-28
10158	3.49982211783437e-28
10159.5	3.50061248643546e-28
10161	3.50140286395485e-28
10162.5	3.50219325036064e-28
10164	3.50298364562104e-28
10165.5	3.50377404970427e-28
10167	3.50456446257842e-28
10168.5	3.5053548842117e-28
10170	3.50614531457233e-28
10171.5	3.50665238950092e-28
