#Wavelength (Angstroms)	fnu ergs/s/cm^2/Hz
#redshifted
15379.5	7.43611810305057e-28
15381	7.43291751022433e-28
15382.5	7.42971524439281e-28
15384	7.42651130529063e-28
15385.5	7.42330569265233e-28
15387	7.42009840621254e-28
15388.5	7.41688944570581e-28
15390	7.41367881086673e-28
15391.5	7.4103951110976e-28
15393	7.40710970863416e-28
15394.5	7.40382260320692e-28
15396	7.40053379454639e-28
15397.5	7.39724328238311e-28
15399	7.39395106644756e-28
15400.5	7.39065714647028e-28
15402	7.38736152218177e-28
15403.5	7.38406419331255e-28
15405	7.38076515959314e-28
15406.5	7.37746442075405e-28
15408	7.37416197652579e-28
15409.5	7.37085782663888e-28
15411	7.36755197082384e-28
15412.5	7.36424440881118e-28
15414	7.36093514033141e-28
15415.5	7.35762416511505e-28
15417	7.35431148289262e-28
15418.5	7.35099709339462e-28
15420	7.34768099635158e-28
15421.5	7.344363191494e-28
15423	7.34104367855241e-28
15424.5	7.33772245725732e-28
15426	7.33439952733924e-28
15427.5	7.33107488852868e-28
15429	7.32774854055617e-28
15430.5	7.32442048315222e-28
15432	7.32109071604734e-28
15433.5	7.31775923897204e-28
15435	7.31442605165684e-28
15436.5	7.31109115383227e-28
15438	7.30775454522882e-28
15439.5	7.30441622557702e-28
15441	7.30107619460738e-28
15442.5	7.29773445205041e-28
15444	7.29439099763664e-28
15445.5	7.29104583109657e-28
15447	7.28769895216072e-28
15448.5	7.2843503605596e-28
15450	7.28100005602374e-28
15451.5	7.27537648469856e-28
15453	7.26975031778575e-28
15454.5	7.26412155488739e-28
15456	7.25849019560553e-28
15457.5	7.25285623954225e-28
15459	7.24721968629963e-28
15460.5	7.24158053547972e-28
15462	7.23593878668461e-28
15463.5	7.23029443951636e-28
15465	7.22464749357705e-28
15466.5	7.21899794846873e-28
15468	7.21334580379349e-28
15469.5	7.2076910591534e-28
15471	7.20203371415051e-28
15472.5	7.19637376838692e-28
15474	7.19071122146467e-28
15475.5	7.18504607298584e-28
15477	7.17937832255253e-28
15478.5	7.17370796976677e-28
15480	7.16803501423065e-28
15481.5	7.16235945554622e-28
15483	7.15668129331558e-28
15484.5	7.15100052714079e-28
15486	7.14531715662391e-28
15487.5	7.13963118136702e-28
15489	7.13394260097219e-28
15490.5	7.12825141504149e-28
15492	7.12255762317698e-28
15493.5	7.11686122498074e-28
15495	7.11116222005484e-28
15496.5	7.10546060800136e-28
15498	7.09975638842235e-28
15499.5	7.09404956091989e-28
15501	7.08834012509605e-28
15502.5	7.0826280805529e-28
15504	7.07691342689251e-28
15505.5	7.07119616371695e-28
15507	7.0654762906283e-28
15508.5	7.05975380722861e-28
15510	7.05402871311997e-28
15511.5	7.05662803114781e-28
15513	7.05922795880064e-28
15514.5	7.06182849614775e-28
15516	7.06442964325845e-28
15517.5	7.06703140020199e-28
15519	7.06963376704768e-28
15520.5	7.07223674386479e-28
15522	7.0748403307226e-28
15523.5	7.07744452769041e-28
15525	7.0800493348375e-28
15526.5	7.08265475223315e-28
15528	7.08526077994664e-28
15529.5	7.08786741804727e-28
15531	7.09047466660431e-28
15532.5	7.09308252568705e-28
15534	7.09569099536478e-28
15535.5	7.09830007570677e-28
15537	7.10090976678231e-28
15538.5	7.10352006866069e-28
15540	7.10613098141119e-28
15541.5	7.1087425051031e-28
15543	7.1113546398057e-28
15544.5	7.11396738558827e-28
15546	7.11658074252011e-28
15547.5	7.11919471067048e-28
15549	7.1218092901087e-28
15550.5	7.12442448090408e-28
15552	7.12704028312615e-28
15553.5	7.12965669684529e-28
15555	7.13227372213596e-28
15556.5	7.13489135908997e-28
15558	7.13750960786917e-28
15559.5	7.14012846890147e-28
15561	7.14274794356517e-28
15562.5	7.14536803642907e-28
15564	7.14798876211913e-28
15565.5	7.15061016499957e-28
15567	7.15323237182068e-28
15568.5	7.15585572285405e-28
15570	7.15848107511233e-28
15571.5	7.16332641040636e-28
15573	7.1681810839914e-28
15574.5	7.17305428014311e-28
15576	7.17796359074663e-28
15577.5	7.18294024624949e-28
15579	7.18803535127807e-28
15580.5	7.1933253591632e-28
15582	7.19891346040699e-28
15583.5	7.20492235287934e-28
15585	7.21147414907609e-28
15586.5	7.21865610381878e-28
15588	7.22647668987308e-28
15589.5	7.23482382922506e-28
15591	7.24344242334043e-28
15592.5	7.25194765593567e-28
15594	7.25988153827776e-28
15595.5	7.26680454670076e-28
15597	7.27239811955132e-28
15598.5	7.27654530325262e-28
15600	7.27936147021209e-28
15601.5	7.28116401256765e-28
15603	7.28239196041069e-28
15604.5	7.28350352104209e-28
15606	7.28488426594233e-28
15607.5	7.28679029258341e-28
15609	7.28933463100004e-28
15610.5	7.29250951584557e-28
15612	7.29622808354974e-28
15613.5	7.30036833080497e-28
15615	7.30480747796926e-28
15616.5	7.30944216123003e-28
15618	7.31419573898436e-28
15619.5	7.31901694689899e-28
15621	7.32387443851962e-28
15622.5	7.32875054713611e-28
15624	7.33363604484623e-28
15625.5	7.33852644715735e-28
15627	7.34341972067798e-28
15628.5	7.34831500332128e-28
15630	7.35321195280489e-28
15631.5	7.35701189594437e-28
15633	7.36081291240944e-28
15634.5	7.36461498765902e-28
15636	7.36841811728765e-28
15637.5	7.37222230010671e-28
15639	7.3760275358862e-28
15640.5	7.37983382466464e-28
15642	7.38364116655123e-28
15643.5	7.38744956167273e-28
15645	7.39125901015996e-28
15646.5	7.39506951214468e-28
15648	7.3988810677588e-28
15649.5	7.40269367713427e-28
15651	7.40650734040307e-28
15652.5	7.41032205769716e-28
15654	7.41413782914851e-28
15655.5	7.41795465488908e-28
15657	7.42177253505085e-28
15658.5	7.42559146976578e-28
15660	7.42941145916582e-28
15661.5	7.43323250338297e-28
15663	7.43705460254917e-28
15664.5	7.44087775679639e-28
15666	7.44470196625661e-28
15667.5	7.4485272310618e-28
15669	7.45235355134391e-28
15670.5	7.45618092723491e-28
15672	7.46000935886677e-28
15673.5	7.46383884637146e-28
15675	7.46766938988094e-28
15676.5	7.47150098952719e-28
15678	7.47533364544217e-28
15679.5	7.47916735775784e-28
15681	7.48300212660617e-28
15682.5	7.48683795211913e-28
15684	7.49067483442869e-28
15685.5	7.49451277366681e-28
15687	7.49835176996546e-28
15688.5	7.5021918234566e-28
15690	7.50603293427222e-28
15691.5	7.51045405376116e-28
15693	7.51487645222418e-28
15694.5	7.51930012982499e-28
15696	7.52372508672728e-28
15697.5	7.52815132309478e-28
15699	7.53257883909119e-28
15700.5	7.53700763488022e-28
15702	7.54143771062559e-28
15703.5	7.54586906649099e-28
15705	7.55030170264015e-28
15706.5	7.55473561923677e-28
15708	7.55917081644456e-28
15709.5	7.56360729442723e-28
15711	7.5680450533485e-28
15712.5	7.57248409337206e-28
15714	7.57692441466163e-28
15715.5	7.58136601738093e-28
15717	7.58580890169366e-28
15718.5	7.59025306776352e-28
15720	7.59469851575424e-28
15721.5	7.59914524582951e-28
15723	7.60359325815306e-28
15724.5	7.60804255288858e-28
15726	7.6124931301998e-28
15727.5	7.61694499025041e-28
15729	7.62139813320412e-28
15730.5	7.62585255922467e-28
15732	7.63030826847573e-28
15733.5	7.63476526112104e-28
15735	7.63922353732429e-28
15736.5	7.64368309724921e-28
15738	7.64814394105949e-28
15739.5	7.65260606891884e-28
15741	7.65706948099099e-28
15742.5	7.66153417743963e-28
15744	7.66600015842847e-28
15745.5	7.67046742412124e-28
15747	7.67493597468164e-28
15748.5	7.67940581027336e-28
15750	7.68387693106013e-28
15751.5	7.67268628098252e-28
15753	7.66149094983295e-28
15754.5	7.65029093692288e-28
15756	7.63908624156377e-28
15757.5	7.62787686306709e-28
15759	7.61666280074429e-28
15760.5	7.60544405390685e-28
15762	7.59422062186621e-28
15763.5	7.58299250393383e-28
15765	7.57175969942118e-28
15766.5	7.56052220763973e-28
15768	7.54928002790093e-28
15769.5	7.53803315951624e-28
15771	7.52678160179712e-28
15772.5	7.51552535405503e-28
15774	7.50426441560144e-28
15775.5	7.49299878574781e-28
15777	7.48172846380559e-28
15778.5	7.47045344908624e-28
15780	7.45917374090124e-28
15781.5	7.44788933856204e-28
15783	7.4366002413801e-28
15784.5	7.42530644866688e-28
15786	7.41400795973384e-28
15787.5	7.40270477389244e-28
15789	7.39139689045414e-28
15790.5	7.38008430873042e-28
15792	7.36876702803272e-28
15793.5	7.3574450476725e-28
15795	7.34611836696124e-28
15796.5	7.33478698521038e-28
15798	7.32345090173139e-28
15799.5	7.31211011583573e-28
15801	7.30076462683487e-28
15802.5	7.28941443404025e-28
15804	7.27805953676335e-28
15805.5	7.26669993431563e-28
15807	7.25533562600853e-28
15808.5	7.24396661115354e-28
15810	7.2325928890621e-28
15811.5	7.24541546510886e-28
15813	7.25824251654893e-28
15814.5	7.27107404400061e-28
15816	7.28391004808219e-28
15817.5	7.29675052941199e-28
15819	7.30959548860827e-28
15820.5	7.32244492628937e-28
15822	7.33529884307355e-28
15823.5	7.34815723957912e-28
15825	7.36102011642438e-28
15826.5	7.37388747422762e-28
15828	7.38675931360715e-28
15829.5	7.39963563518125e-28
15831	7.41251643956823e-28
15832.5	7.42540172738638e-28
15834	7.438291499254e-28
15835.5	7.45118575578938e-28
15837	7.46408449761082e-28
15838.5	7.47698772533663e-28
15840	7.48989543958508e-28
15841.5	7.5028076409745e-28
15843	7.51572433012315e-28
15844.5	7.52864550764936e-28
15846	7.54157117417141e-28
15847.5	7.55450133030759e-28
15849	7.56743597667622e-28
15850.5	7.58037511389557e-28
15852	7.59331874258396e-28
15853.5	7.60626686335966e-28
15855	7.619219476841e-28
15856.5	7.63217658364625e-28
15858	7.64513818439373e-28
15859.5	7.65810427970171e-28
15861	7.67107487018851e-28
15862.5	7.68404995647241e-28
15864	7.69702953917172e-28
15865.5	7.71001361890473e-28
15867	7.72300219628973e-28
15868.5	7.73599527194504e-28
15870	7.74899284648893e-28
15871.5	7.75371526598004e-28
15873	7.75843905544009e-28
15874.5	7.76316421504365e-28
15876	7.76789074496531e-28
15877.5	7.77261864537962e-28
15879	7.77734791646119e-28
15880.5	7.78207855838456e-28
15882	7.78681057132433e-28
15883.5	7.79154395545507e-28
15885	7.79627871095135e-28
15886.5	7.80101483798775e-28
15888	7.80575233673885e-28
15889.5	7.81049120737922e-28
15891	7.81523145008344e-28
15892.5	7.81997306502608e-28
15894	7.82471605238172e-28
15895.5	7.82946041232494e-28
15897	7.83420614503031e-28
15898.5	7.8389532506724e-28
15900	7.84370172942579e-28
15901.5	7.84845158146506e-28
15903	7.85320280696478e-28
15904.5	7.85795540609954e-28
15906	7.86270937904389e-28
15907.5	7.86746472597243e-28
15909	7.87222144705973e-28
15910.5	7.87697954248035e-28
15912	7.88173901240889e-28
15913.5	7.88649985701991e-28
15915	7.89126207648798e-28
15916.5	7.89602567098769e-28
15918	7.90079064069361e-28
15919.5	7.90555698578032e-28
15921	7.91032470642239e-28
15922.5	7.9150938027944e-28
15924	7.91986427507092e-28
15925.5	7.92463612342653e-28
15927	7.9294093480358e-28
15928.5	7.93418394907332e-28
15930	7.93895992671365e-28
15931.5	7.92802518578255e-28
15933	7.91708590415535e-28
15934.5	7.90614208117092e-28
15936	7.89519371616814e-28
15937.5	7.88424080848587e-28
15939	7.87328335746296e-28
15940.5	7.86232136243831e-28
15942	7.85135482275076e-28
15943.5	7.8403837377392e-28
15945	7.82940810674248e-28
15946.5	7.81842792909947e-28
15948	7.80744320414905e-28
15949.5	7.79645393123008e-28
15951	7.78546010968143e-28
15952.5	7.77446173884195e-28
15954	7.76345881805054e-28
15955.5	7.75245134664605e-28
15957	7.74143932396735e-28
15958.5	7.73042274935329e-28
15960	7.71940162214277e-28
15961.5	7.70837594167464e-28
15963	7.69734570728778e-28
15964.5	7.68631091832104e-28
15966	7.67527157411328e-28
15967.5	7.6642276740034e-28
15969	7.65317921733025e-28
15970.5	7.6421262034327e-28
15972	7.63106863164962e-28
15973.5	7.62000650131986e-28
15975	7.60893981178232e-28
15976.5	7.59786856237584e-28
15978	7.5867927524393e-28
15979.5	7.57571238131157e-28
15981	7.56462744833151e-28
15982.5	7.55353795283799e-28
15984	7.54244389416988e-28
15985.5	7.53134527166604e-28
15987	7.52024208466536e-28
15988.5	7.50913433250668e-28
15990	7.49802201452889e-28
15991.5	7.50723891483508e-28
15993	7.51645887757999e-28
15994.5	7.52568190317595e-28
15996	7.53490799203524e-28
15997.5	7.54413714457016e-28
15999	7.55336936119301e-28
16000.5	7.56260464231607e-28
16002	7.57184298835167e-28
16003.5	7.58108439971207e-28
16005	7.59032887680959e-28
16006.5	7.59957642005654e-28
16008	7.60882702986518e-28
16009.5	7.61808070664783e-28
16011	7.6273374508168e-28
16012.5	7.63659726278436e-28
16014	7.64586014296283e-28
16015.5	7.6551260917645e-28
16017	7.66439510960165e-28
16018.5	7.67366719688661e-28
16020	7.68294235403165e-28
16021.5	7.69222058144907e-28
16023	7.70150187955119e-28
16024.5	7.71078624875029e-28
16026	7.72007368945867e-28
16027.5	7.72936420208862e-28
16029	7.73865778705245e-28
16030.5	7.74795444476246e-28
16032	7.75725417563093e-28
16033.5	7.76655698007016e-28
16035	7.77586285849247e-28
16036.5	7.78517181131013e-28
16038	7.79448383893546e-28
16039.5	7.80379894178074e-28
16041	7.81311712025828e-28
16042.5	7.82243837478036e-28
16044	7.8317627057593e-28
16045.5	7.84109011360739e-28
16047	7.85042059873691e-28
16048.5	7.85975416156017e-28
16050	7.86909080248948e-28
16051.5	7.86922742928965e-28
16053	7.86936369477276e-28
16054.5	7.86949959886889e-28
16056	7.86963514150812e-28
16057.5	7.86977032262055e-28
16059	7.86990514213627e-28
16060.5	7.87003959998535e-28
16062	7.8701736960979e-28
16063.5	7.87030743040398e-28
16065	7.8704408028337e-28
16066.5	7.87057381331714e-28
16068	7.87070646178438e-28
16069.5	7.87083874816553e-28
16071	7.87097067239065e-28
16072.5	7.87110223438984e-28
16074	7.87123343409319e-28
16075.5	7.87136427143079e-28
16077	7.87149474633271e-28
16078.5	7.87162485872904e-28
16080	7.87175460854989e-28
16081.5	7.87188399572533e-28
16083	7.87201302018545e-28
16084.5	7.87214168186034e-28
16086	7.87226998068008e-28
16087.5	7.87239791657477e-28
16089	7.87252548947448e-28
16090.5	7.87265269930931e-28
16092	7.87277954600935e-28
16093.5	7.87290602950467e-28
16095	7.87303214972537e-28
16096.5	7.87315790660154e-28
16098	7.87328330006327e-28
16099.5	7.87340833004063e-28
16101	7.87353299646373e-28
16102.5	7.87365729926264e-28
16104	7.87378123836745e-28
16105.5	7.87390481370825e-28
16107	7.87402802521513e-28
16108.5	7.87415087281817e-28
16110	7.87427335644746e-28
16111.5	7.87169678838288e-28
16113	7.8691188511537e-28
16114.5	7.86653954454966e-28
16116	7.86395886836048e-28
16117.5	7.86137682237591e-28
16119	7.85879340638569e-28
16120.5	7.85620862017954e-28
16122	7.85362246354722e-28
16123.5	7.85103493627844e-28
16125	7.84844603816295e-28
16126.5	7.8458557689905e-28
16128	7.84326412855081e-28
16129.5	7.84067111663361e-28
16131	7.83807673302867e-28
16132.5	7.83548097752568e-28
16134	7.83288384991442e-28
16135.5	7.83028534998459e-28
16137	7.82768547752595e-28
16138.5	7.82508423232824e-28
16140	7.82248161418118e-28
16141.5	7.8198776228745e-28
16143	7.81727225819797e-28
16144.5	7.8146655199413e-28
16146	7.81205740789424e-28
16147.5	7.80944792184651e-28
16149	7.80683706158786e-28
16150.5	7.80422482690803e-28
16152	7.80161121759675e-28
16153.5	7.79899623344375e-28
16155	7.79637987423878e-28
16156.5	7.79376213977156e-28
16158	7.79114302983185e-28
16159.5	7.78852254420937e-28
16161	7.78590068269386e-28
16162.5	7.78327744507505e-28
16164	7.78065283114269e-28
16165.5	7.77802684068651e-28
16167	7.77539947349625e-28
16168.5	7.77277072936164e-28
16170	7.77014060807242e-28
16171.5	7.76834628490667e-28
16173	7.76655089479162e-28
16174.5	7.76475443756024e-28
16176	7.76295691304548e-28
16177.5	7.76115832108029e-28
16179	7.75935866149762e-28
16180.5	7.75755793413043e-28
16182	7.75575613881167e-28
16183.5	7.75395327537429e-28
16185	7.75214934365125e-28
16186.5	7.75034434347550e-28
16188	7.74853827467998e-28
16189.5	7.74673113709766e-28
16191	7.7449229305615e-28
16192.5	7.74311365490443e-28
16194	7.74130330995943e-28
16195.5	7.73949189555943e-28
16197	7.73767941153739e-28
16198.5	7.73586585772626e-28
16200	7.73405123395901e-28
16201.5	7.73223554006856e-28
16203	7.7304187758879e-28
16204.5	7.72860094124996e-28
16206	7.72678203598771e-28
16207.5	7.72496205993409e-28
16209	7.72314101292206e-28
16210.5	7.72131889478457e-28
16212	7.71949570535457e-28
16213.5	7.717671444465e-28
16215	7.71584611194885e-28
16216.5	7.71401970763905e-28
16218	7.71219223136855e-28
16219.5	7.71036368297031e-28
16221	7.70853406227729e-28
16222.5	7.70670336912243e-28
16224	7.70487160333868e-28
16225.5	7.70303876475901e-28
16227	7.70120485321636e-28
16228.5	7.69936986854369e-28
16230	7.69753381057395e-28
16231.5	7.6996346862757e-28
16233	7.70173594410419e-28
16234.5	7.70383758409416e-28
16236	7.70593960628037e-28
16237.5	7.70804201069757e-28
16239	7.71014479738046e-28
16240.5	7.7122479663638e-28
16242	7.71435151768235e-28
16243.5	7.71645545137082e-28
16245	7.71855976746396e-28
16246.5	7.72066446599651e-28
16248	7.72276954700322e-28
16249.5	7.72487501051882e-28
16251	7.72698085657805e-28
16252.5	7.72908708521566e-28
16254	7.73119369646637e-28
16255.5	7.73330069036494e-28
16257	7.73540806694609e-28
16258.5	7.73751582624459e-28
16260	7.73962396829515e-28
16261.5	7.74173249313253e-28
16263	7.74384140079146e-28
16264.5	7.74595069130668e-28
16266	7.74806036471293e-28
16267.5	7.75017042104496e-28
16269	7.75228086033751e-28
16270.5	7.75439168262529e-28
16272	7.75650288794308e-28
16273.5	7.7586144763256e-28
16275	7.76072644780759e-28
16276.5	7.76283880242379e-28
16278	7.76495154020895e-28
16279.5	7.76706466119781e-28
16281	7.76917816542509e-28
16282.5	7.77129205292554e-28
16284	7.77340632373392e-28
16285.5	7.77552097788494e-28
16287	7.77763601541336e-28
16288.5	7.7797514363539e-28
16290	7.78186724074134e-28
16291.5	7.78577647334731e-28
16293	7.78968674986088e-28
16294.5	7.79359807040796e-28
16296	7.79751043511452e-28
16297.5	7.80142384410648e-28
16299	7.80533829750979e-28
16300.5	7.80925379545038e-28
16302	7.81317033805421e-28
16303.5	7.81708792544721e-28
16305	7.82100655775534e-28
16306.5	7.82492623510451e-28
16308	7.82884695762069e-28
16309.5	7.8327687254298e-28
16311	7.83669153865781e-28
16312.5	7.84061539743062e-28
16314	7.84454030187422e-28
16315.5	7.84846625211451e-28
16317	7.85239324827746e-28
16318.5	7.85632129048899e-28
16320	7.86025037887506e-28
16321.5	7.8641805135616e-28
16323	7.86811169467456e-28
16324.5	7.87204392233987e-28
16326	7.8759771966835e-28
16327.5	7.87991151783136e-28
16329	7.88384688590939e-28
16330.5	7.88778330104356e-28
16332	7.89172076335979e-28
16333.5	7.89565927298403e-28
16335	7.89959883004222e-28
16336.5	7.90353943466031e-28
16338	7.90748108696422e-28
16339.5	7.91142378707991e-28
16341	7.91536753513331e-28
16342.5	7.91931233125038e-28
16344	7.92325817555704e-28
16345.5	7.92720506817925e-28
16347	7.93115300924294e-28
16348.5	7.93510199887406e-28
16350	7.93905203719853e-28
16351.5	7.93564237004023e-28
16353	7.93223105075685e-28
16354.5	7.92881807910267e-28
16356	7.92540345483199e-28
16357.5	7.92198717769908e-28
16359	7.91856924745823e-28
16360.5	7.91514966386373e-28
16362	7.91172842666987e-28
16363.5	7.90830553563092e-28
16365	7.90488099050118e-28
16366.5	7.90145479103494e-28
16368	7.89802693698647e-28
16369.5	7.89459742811008e-28
16371	7.89116626416003e-28
16372.5	7.88773344489061e-28
16374	7.88429897005612e-28
16375.5	7.88086283941084e-28
16377	7.87742505270904e-28
16378.5	7.87398560970503e-28
16380	7.87054451015309e-28
16381.5	7.8671017538075e-28
16383	7.86365734042254e-28
16384.5	7.86021126975251e-28
16386	7.8567635415517e-28
16387.5	7.85331415557437e-28
16389	7.84986311157483e-28
16390.5	7.84641040930735e-28
16392	7.84295604852623e-28
16393.5	7.83950002898575e-28
16395	7.83604235044019e-28
16396.5	7.83258301264384e-28
16398	7.82912201535099e-28
16399.5	7.82565935831594e-28
16401	7.82219504129294e-28
16402.5	7.8187290640363e-28
16404	7.8152614263003e-28
16405.5	7.81179212783922e-28
16407	7.80832116840736e-28
16408.5	7.804848547759e-28
16410	7.80137426564842e-28
16411.5	7.80214957010001e-28
16413	7.80292476691385e-28
16414.5	7.8036998560573e-28
16416	7.80447483749775e-28
16417.5	7.80524971120256e-28
16419	7.80602447713912e-28
16420.5	7.80679913527478e-28
16422	7.80757368557692e-28
16423.5	7.80834812801291e-28
16425	7.80912246255012e-28
16426.5	7.80989668915593e-28
16428	7.8106708077977e-28
16429.5	7.8114448184428e-28
16431	7.81221872105862e-28
16432.5	7.81299251561251e-28
16434	7.81376620207185e-28
16435.5	7.81453978040401e-28
16437	7.81531325057636e-28
16438.5	7.81608661255628e-28
16440	7.81685986631114e-28
16441.5	7.8176330118083e-28
16443	7.81840604901514e-28
16444.5	7.81917897789903e-28
16446	7.81995179842733e-28
16447.5	7.82072451056744e-28
16449	7.82149711428669e-28
16450.5	7.82226960955249e-28
16452	7.82304199633219e-28
16453.5	7.82381427459318e-28
16455	7.82458644430281e-28
16456.5	7.82535850542845e-28
16458	7.82613045793749e-28
16459.5	7.8269023017973e-28
16461	7.82767403697523e-28
16462.5	7.82844566343868e-28
16464	7.82921718115499e-28
16465.5	7.82998859009156e-28
16467	7.83075989021574e-28
16468.5	7.83153108149491e-28
16470	7.83230216389646e-28
16471.5	7.83199141424554e-28
16473	7.83168016159931e-28
16474.5	7.83136840587132e-28
16476	7.8310561469751e-28
16477.5	7.83074338482421e-28
16479	7.83043011933221e-28
16480.5	7.8301163504126e-28
16482	7.82980207797898e-28
16483.5	7.82948730194486e-28
16485	7.82917202222381e-28
16486.5	7.82885623872936e-28
16488	7.82853995137506e-28
16489.5	7.82822316007446e-28
16491	7.82790586474111e-28
16492.5	7.82758806528854e-28
16494	7.82726976163032e-28
16495.5	7.82695095367997e-28
16497	7.82663164135106e-28
16498.5	7.82631182455712e-28
16500	7.8259915032117e-28
16501.5	7.82567067722836e-28
16503	7.82534934652063e-28
16504.5	7.82502751100207e-28
16506	7.82470517058621e-28
16507.5	7.8243823251866e-28
16509	7.8240589747168e-28
16510.5	7.82373511909035e-28
16512	7.82341075822079e-28
16513.5	7.82308589202167e-28
16515	7.82276052040654e-28
16516.5	7.82243464328893e-28
16518	7.82210826058241e-28
16519.5	7.82178137220051e-28
16521	7.82145397805679e-28
16522.5	7.82112607806479e-28
16524	7.82079767213805e-28
16525.5	7.82046876019012e-28
16527	7.82013934213455e-28
16528.5	7.81980941788489e-28
16530	7.81947898735467e-28
16531.5	7.82229493282757e-28
16533	7.82511151403925e-28
16534.5	7.82792873105869e-28
16536	7.83074658395489e-28
16537.5	7.83356507279686e-28
16539	7.83638419765358e-28
16540.5	7.83920395859406e-28
16542	7.84202435568728e-28
16543.5	7.84484538900225e-28
16545	7.84766705860796e-28
16546.5	7.8504893645734e-28
16548	7.85331230696757e-28
16549.5	7.85613588585948e-28
16551	7.85896010131811e-28
16552.5	7.86178495341246e-28
16554	7.86461044221153e-28
16555.5	7.8674365677843e-28
16557	7.87026333019979e-28
16558.5	7.87309072952698e-28
16560	7.87591876583487e-28
16561.5	7.87874743919246e-28
16563	7.88157674966874e-28
16564.5	7.88440669733271e-28
16566	7.88723728225337e-28
16567.5	7.8900685044997e-28
16569	7.89290036414072e-28
16570.5	7.8957328612454e-28
16572	7.89856599588275e-28
16573.5	7.90139976812178e-28
16575	7.90423417803146e-28
16576.5	7.9070692256808e-28
16578	7.90990491113879e-28
16579.5	7.91274123447442e-28
16581	7.91557819575671e-28
16582.5	7.91841579505464e-28
16584	7.9212540324372e-28
16585.5	7.9240929079734e-28
16587	7.92693242173222e-28
16588.5	7.92977257378268e-28
16590	7.93261336419375e-28
16591.5	7.93512758860775e-28
16593	7.93764233318776e-28
16594.5	7.94015759798674e-28
16596	7.94267338305764e-28
16597.5	7.9451896884534e-28
16599	7.94770651422697e-28
16600.5	7.9502238604313e-28
16602	7.95274172711935e-28
16603.5	7.95526011434405e-28
16605	7.95777902215837e-28
16606.5	7.96029845061525e-28
16608	7.96281839976764e-28
16609.5	7.96533886966848e-28
16611	7.96785986037075e-28
16612.5	7.97038137192737e-28
16614	7.97290340439129e-28
16615.5	7.97542595781547e-28
16617	7.97794903225286e-28
16618.5	7.9804726277564e-28
16620	7.98299674437905e-28
16621.5	7.98552138217376e-28
16623	7.98804654119348e-28
16624.5	7.99057222149114e-28
16626	7.99309842311971e-28
16627.5	7.99562514613213e-28
16629	7.99815239058136e-28
16630.5	8.00068015652033e-28
16632	8.00320844400201e-28
16633.5	8.00573725307935e-28
16635	8.00826658380528e-28
16636.5	8.01079643623277e-28
16638	8.01332681041475e-28
16639.5	8.01585770640418e-28
16641	8.01838912425401e-28
16642.5	8.02092106401719e-28
16644	8.02345352574667e-28
16645.5	8.02598650949539e-28
16647	8.02852001531632e-28
16648.5	8.03105404326239e-28
16650	8.03358859338655e-28
16651.5	8.0319673791391e-28
16653	8.03034518948219e-28
16654.5	8.02872202426638e-28
16656	8.02709788334228e-28
16657.5	8.02547276656044e-28
16659	8.02384667377148e-28
16660.5	8.02221960482596e-28
16662	8.02059155957449e-28
16663.5	8.01896253786764e-28
16665	8.017332539556e-28
16666.5	8.01570156449016e-28
16668	8.01406961252069e-28
16669.5	8.0124366834982e-28
16671	8.01080277727327e-28
16672.5	8.00916789369646e-28
16674	8.00753203261839e-28
16675.5	8.00589519388963e-28
16677	8.00425737736075e-28
16678.5	8.00261858288237e-28
16680	8.00097881030506e-28
16681.5	7.9993380594794e-28
16683	7.99769633025597e-28
16684.5	7.99605362248538e-28
16686	7.99440993601819e-28
16687.5	7.992765270705e-28
16689	7.9911196263964e-28
16690.5	7.98947300294297e-28
16692	7.98782540019529e-28
16693.5	7.98617681800395e-28
16695	7.98452725621954e-28
16696.5	7.98287671469264e-28
16698	7.98122519327384e-28
16699.5	7.97957269181373e-28
16701	7.97791921016288e-28
16702.5	7.97626474817189e-28
16704	7.97460930569134e-28
16705.5	7.97295288257183e-28
16707	7.97129547866391e-28
16708.5	7.96963709381821e-28
16710	7.96797772788529e-28
16711.5	7.96508437592683e-28
16713	7.96218959987158e-28
16714.5	7.95929339951053e-28
16716	7.95639577463463e-28
16717.5	7.95349672503489e-28
16719	7.95059625050229e-28
16720.5	7.9476943508278e-28
16722	7.94479102580241e-28
16723.5	7.94188627521711e-28
16725	7.93898009886287e-28
16726.5	7.93607249653069e-28
16728	7.93316346801153e-28
16729.5	7.93025301309639e-28
16731	7.92734113157625e-28
16732.5	7.9244278232421e-28
16734	7.9215130878849e-28
16735.5	7.91859692529565e-28
16737	7.91567933526533e-28
16738.5	7.91276031758493e-28
16740	7.90983987204541e-28
16741.5	7.90691799843778e-28
16743	7.90399469655301e-28
16744.5	7.90106996618209e-28
16746	7.89814380711599e-28
16747.5	7.89521621914569e-28
16749	7.89228720206219e-28
16750.5	7.88935675565648e-28
16752	7.88642487971952e-28
16753.5	7.88349157404229e-28
16755	7.88055683841579e-28
16756.5	7.87762067263101e-28
16758	7.87468307647891e-28
16759.5	7.87174404975048e-28
16761	7.86880359223671e-28
16762.5	7.86586170372859e-28
16764	7.86291838401708e-28
16765.5	7.85997363289317e-28
16767	7.85702745014785e-28
16768.5	7.85407983557211e-28
16770	7.85113078895692e-28
16771.5	7.85573306161444e-28
16773	7.86033660393032e-28
16774.5	7.86494141605801e-28
